Event	ID	Name			Wwise Object Path	Notes
	65694047	STAGE_BELL			\Default Work Unit\STAGE\STAGE_BELL	
	465026768	GAME_PLAY			\Default Work Unit\GAME\GAME_PLAY	
	671479072	MONK_CATCH			\Default Work Unit\MONK\MONK_CATCH	
	1365208458	GAME_OPEN			\Default Work Unit\GAME\GAME_OPEN	
	1432716332	GAME_OVER			\Default Work Unit\END\GAME_OVER	
	1828712247	MONK_PITCH			\Default Work Unit\MONK\MONK_PITCH	
	2097794929	MONK_DEAD			\Default Work Unit\MONK\MONK_DEAD	
	2118900976	UI_HOVER			\Default Work Unit\UI_HOVER	
	2180046864	BALL_STATE_UP			\Default Work Unit\BALL\BALL_STATE_UP	
	2318505031	BALL_STATE_DOWN			\Default Work Unit\BALL\BALL_STATE_DOWN	
	2353222420	GAME_GO			\Default Work Unit\GAME\GAME_GO	
	2626967201	MONK_WIND			\Default Work Unit\MONK\MONK_WIND	
	2724220905	GAME_END_RED			\Default Work Unit\END\GAME_END_RED	
	2774129122	UI_SELECT			\Default Work Unit\UI_SELECT	
	3010971535	GAME_READY			\Default Work Unit\GAME\GAME_READY	
	3149584576	GAME_END_BLUE			\Default Work Unit\END\GAME_END_BLUE	
	3688840322	GAME_SET			\Default Work Unit\GAME\GAME_SET	
	3869063860	STAGE_FORCE_FIELD			\Default Work Unit\STAGE\STAGE_FORCE_FIELD	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	20435260	VO_ready_04	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_ready_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_start_game\VO_start_sequence\VO_ready\VO_ready_04		66052
	25385823	SFX_Gong_02	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_Gong_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_Gong_02		2116864
	27969851	SFX_monk_wind_03	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_monk_wind_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_monk_wind\SFX_monk_wind_03		85266
	38229194	UI_hover	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\UI_hover_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI_Select\UI_hover		186936
	43401585	VO_monk_pitch_07	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_monk_pitch_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_monk\VO_monk_pitch\VO_monk_pitch_07		29000
	47837521	VO_monk_pitch_09	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_monk_pitch_09_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_monk\VO_monk_pitch\VO_monk_pitch_09		29446
	49826921	VO_monk_dead_05	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_monk_dead_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_monk\VO_monk_dead\VO_monk_dead_05		42740
	50157710	VO_go_04	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_go_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_start_game\VO_start_sequence\VO_go\VO_go_04		53308
	53519056	SFX_monk_pitch_03	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_monk_pitch_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_monk_pitch\SFX_monk_pitch_03		176464
	59981578	VO_ready_02	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_ready_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_start_game\VO_start_sequence\VO_ready\VO_ready_02		78818
	67886433	VO_set_01	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_set_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_start_game\VO_start_sequence\VO_set\VO_set_01		76742
	76714761	SFX_stage_bell_03	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_stage_bell_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_stage_bell\SFX_stage_bell_03		308764
	101623049	SFX_ball_impact_07	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_ball_impact_07_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_ball_impact\SFX_ball_impact_07		12386
	115286555	SFX_game_transition_02	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_game_transition_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_game_transition\SFX_game_transition_02		220564
	139779194	VO_monk_pitch_02	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_monk_pitch_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_monk\VO_monk_pitch\VO_monk_pitch_02		35260
	140988573	VO_red_team_04	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_red_team_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_red_team_win\VO_red_team_04		162080
	142195123	SFX_monk_dead_01	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_monk_dead_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_monk_dead\SFX_monk_dead_01		88264
	144397240	SFX_ball_impact_12	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_ball_impact_12_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_ball_impact\SFX_ball_impact_12		11246
	177370756	VO_go_02	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_go_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_start_game\VO_start_sequence\VO_go\VO_go_02		52482
	191926282	SFX_stage_force_field_03	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\SFX_stage_force_field_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_stage_force_field\SFX_stage_force_field_03		88264
	215973960	VO_game_over_01	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_game_over_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_game_over\VO_game_over_01		126900
	250296388	VO_monk_pitch_04	C:\Users\TristanCharron\Documents\FrenchFrogsCreativeJam\New Unity Project\drift\.cache\Windows\SFX\VO_monk_pitch_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\VO_monk\VO_monk_pitch\VO_monk_pitch_04		36394
